lodging_id,street,housenumber,city,state,postcode,full_address
node:1843329965,,,,,,
node:1843406584,,,,,,
node:1843445298,Calle 34,17-73,,,,
node:1843448817,Calle 19,9-40,,,,
node:1843448818,,,,,,
node:1843448819,,,,,,
node:1843941790,,,,,,
node:1843941792,,,,,,
node:1843941795,,,,,,
node:1852927848,,,,,,
node:1855708289,,,,,,
node:1858915773,,,,,,
node:1866575886,,,,,,
node:1866575935,,,,,,
node:1866585182,,,,,,
node:1866585189,,,,,,
node:1866585207,,,,,,
node:1866599385,,,,,,
node:1872210777,Calle 39,2-57,,,,
node:1872224984,,,,,,
node:1872224985,,,,,,
node:1872240282,,,,,,
node:1872240283,,,,,,
node:1872240284,,,,,,
node:1875317232,,,,,,
node:1878485519,,,,,,
node:1890935475,Carrera 41A,10-41,Medellin,,,
node:1892325946,,,,,,
node:1895708068,,,,,,
node:1895716256,,,,,,
node:1910960942,,,,,,
node:1911450898,,,,,,
node:1914939592,,,,,,
node:1914948416,,,,,,
node:1919174224,,,,,,
node:1919738460,,,,,,
node:1919757960,,,,,,
node:1919757963,,,,,,
node:1919757966,,,,,,
node:1919757969,,,,,,
node:1949712179,,,,,,
node:1967149341,,,,,,
node:1975898257,,,,,,
node:1975899638,,,,,,
node:1975900806,,,,,,
node:1975901374,,,,,,
node:1975902194,,,,,,
node:1975902246,,,,,,
node:1975902408,,,,,,
node:1975903084,,,,,,
node:1975903440,,,,,,
node:1975911565,,,,,,
node:1976590355,,,,,,
node:1976590358,,,,,,
node:1987572193,Calle 14,1B-75,,,,
node:1988114788,,,,,,
node:1997308086,Calle 19,09,,,,Calle 19 29A
node:1997309616,Carrera 29,18,,,,Carrera 29 20
node:2009969861,,,,,,
node:2014642283,,,,,,
node:2020392418,,,,,,
node:2039308545,,,,,,
node:2055309666,,,,,,
node:2059920869,,,,,,
node:2074510727,,,,,,
node:2074510747,,,,,,
node:2077003473,,,,,,
node:2078004819,,,,,,
node:2078082049,Calle 12C,3-19,,,,
node:2078579100,,,,,,
node:2078579131,,,,,,
node:2078625622,,,,,,
node:2095378489,,,,,,
node:2095378495,,,,,,
node:2095378500,,,,,,
node:2095378503,,,,,,
node:2110183032,,,,,,
node:2121774259,,,,,,
node:2121829062,,,,,,
node:2127645581,,,,,,
node:2129541833,,,,,,
node:2129541834,,,,,,
node:2131124067,,,,,,
node:2131162683,,,,,,
node:2131249680,,,,,,
node:2131249736,,,,,,
node:2132591950,,,,,,
node:2132599717,,,,,,
node:2134382607,,,,,,
node:2134399939,,,,,,
node:2135015401,,,,,,
node:2136589214,,,,,,
node:2136772865,,,,,,
node:2138054745,,,,,,
node:2138054820,Calle 19 # 7-65,,Tunja,,150001,
node:2139724353,,,,,,
node:2140552092,,,,,,
node:2140942751,,,,,,
node:2144945044,,,,,,
node:2152614684,,,,,,
node:2152732021,,,,,,
node:2152732024,,,,,,
node:2152732036,,,,,,
node:2155206225,,,,,,
node:2156224185,,,,,,
node:2165721496,,,,,,
node:2175631306,,,,,,
node:2178745064,,,,,,
node:2194821203,,,,,,
node:2206032239,Autopista Sur No. 13-01,,,,,
node:2207105724,,,,,,
node:2213946355,,,,,,
node:2213946365,,,,,,
node:2231927781,,,Vélez,,,
node:2231932538,Calle 10,,Vélez,,,
node:2231933865,Calle 10,,Vélez,,,
node:2231935235,Calle 9A,,Vélez,,,
node:2231938219,,,Vélez,,,
node:2231940491,,,Vélez,,,
node:2231942692,Calle 9,3-23,Vélez,,,
node:2231946447,Carrera 3,10-49,Vélez,,,
node:2268348746,,,,,,
node:2268358800,,,,,,
node:2268359419,,,,,,
node:2271205376,,,,,,
node:2275848392,,,,,,
node:2279013956,,,,,,
node:2279017864,,,,,,
node:2282740167,Calle 18 A,,,,,
node:2285708848,,,,,,
node:2285708849,,,,,,
node:2289404624,,,,,,
node:2292973395,calle 55,Avenida Norte,Tunja,,,
node:2295044151,,,,,,
node:2300732686,,,,,,
node:2301875379,,,,,,
node:2309010304,,,,,,
node:2310070820,,,,,,
node:2310070823,,,,,,
node:2315452454,,,,,,
node:2321223341,,,,,,
node:2323459051,,,,,,
node:2330765832,,,,,,
node:2330791681,,,,,,
node:2330982264,,,Vélez,,,
node:2331233549,,,,,,
node:2332474003,,,Vélez,,,
node:2334853808,,,Vélez,,,
node:2337309520,,,,,,
node:2338371732,,,Vélez,,,
node:2344585094,,,,,,
node:2349732627,,,,,,
node:2350129369,"Cl. 4, Bochalema, Norte de Santander",,Bochalema,,,
node:2351615961,,,,,,
node:2399616791,,,,,,
node:2399617866,,,,,,
node:2404320455,,,,,,
node:2404320457,,,,,,
node:2404334939,,,,,,
node:2405534486,,,Villavicencio,,5001,
node:2406563601,Carrera 5,4-56,Cali,,,Carrera 5 #4-56
node:2407540017,,,,,,
node:2411587808,,,,,,
node:2411593207,,,,,,
node:2418138914,,,,,,
node:2419001952,,,,,,
node:2426807339,,,,,,
node:2426807343,,,,,,
node:2449459828,,,,,,
node:2462415183,,,,,,
node:2464351463,,,,,,
node:2464749924,,,,,,
node:2464789742,,,,,,
node:2476836733,,,,,,
node:2476836735,,,,,,
node:2477075563,,,,,,
node:2478266316,,,,,,
node:2483758233,,,Oiba,,,
node:2492626100,Carrera 8,,Pereira,,660002,
node:2496301096,Avenida trisesquicentenario  Carrera 5,,,,,
node:2496906784,,,Arcabuco,,154102,
node:2501084768,,,,,,
node:2505360152,Cra 43e,5-110,Medellin,,,
node:2509913016,Calle 74A,1-20,Rodadero,,470006,
node:2513314391,,,,,,
node:2513357367,,,,,,
node:2513357368,,,,,,
node:2521666475,Calle 12C - 18,Carrera 3,Bogotá D.C.,,,
node:2522271501,,,,,,
node:2522277738,,,,,,
node:2522279126,,,,,,
node:2522288063,,,,,,
node:2526948537,,,,,,
node:2529306160,,,,,,
node:2529989529,,,,,,
node:2535723149,,,,,,
node:2542568781,,,,,,
node:2552027852,,,,,,
node:2552027857,,,,,,
node:2584508339,,,,,,
node:2585049320,,,,,,
node:2587792190,,,Vélez,,,
node:2588607085,,,,,,
node:2595306280,Carrera 14,,Saravena,,,
node:2595317969,Calle 24,,Saravena,,,
node:2596991673,Paralela Autonorte,106B-28,,,,
node:2596991676,,,,,,
node:2597013246,,,,,,
node:2597140216,,,,,,
node:2597147704,Calle 71 A,5-47,Bogotá D.C.,,,
node:2597156230,,,,,,
node:2597158140,,,,,11001,
node:2597331943,Carrera 7,65-1,Bogotá,,,
node:2597347536,,,,,,
node:2597350602,,,,,,
node:2597350603,,,,,,
node:2611093676,,,,,,
node:2613688666,Carrera 36,9,Medellín,,,
node:2613700602,"Cr 1, Edificia Playamar",,Cartagena de Indias,,,
node:2613829428,,,,,,
node:2617910800,,,,,,
node:2619350269,Carrera 85 C,,Medellin,,00050032,
node:2623908930,Vía Santa Marta - Ríohacha,Km 48,,,,
node:2630768179,,,,,,
node:2630768180,,,,,,
node:2631935812,,,,,,
node:2631936461,,,,,,
node:2631940316,,,,,,
node:2631941746,,,,,,
node:2631945620,,,,,,
node:2631949691,,,,,,
node:2631949692,,,,,,
node:2631952843,,,,,,
node:2631956606,,,,,,
node:2631958396,,,,,,
node:2631958945,,,,,,
node:2631960453,,,,,,
node:2631960630,,,,,,
node:2631961780,,,,,,
node:2632792325,,,Guajira,,,
node:2637865419,,,,,,
node:2640966633,,,,,,
node:2641105510,,,,,,
node:2653819355,,,,,,
node:2661280646,,,,,,
node:2661280647,,,,,,
node:2662966875,,,,,,
node:2668017296,,,,,,
node:2674873530,,,,,,
node:2675339312,,,,,,
node:2675850504,Barrio Darío Echandía,,Ibagué,,,
node:2675873944,,,,,,
node:2675933548,,,,,,
node:2682217556,,,,,,
node:2682478039,,,,,,
node:2682478040,,,,,,
node:2682478044,,,,,,
node:2682696068,,,,,,
node:2682728643,,,,,,
node:2685756829,,,,,,
node:2685788815,,,,,,
node:2685788830,,,,,,
node:2687242675,CALLE 11 -01,CRA 18,VILLANUEVA,,,
node:2688941231,,,,,,
node:2688945167,,,,,,
node:2688946582,,,,,,
node:2695062409,,,,,,
node:2700740040,Calle 56,17B-44,Bucaramanga,,,
node:2718182347,,,,,,
node:2721468114,Calle 10,36-24,Medellín,,050020,
node:2721491357,,,,,,
node:2727444499,,,,,,
node:2729113910,,,,,,
node:2731381692,,,,,,
node:2731381693,,,,,,
node:2732692887,,,,,,
node:2732692888,,,,,,
node:2732692891,,,,,,
node:2738667078,,,,,,
node:2738667093,,,,,,
node:2742533358,Calle 17,,Pasto,,,
node:2747670696,,,,,,
node:2747974542,,,,,,
node:2748459120,,,,,,
node:2752128648,,,,,,
node:2763318093,,,,,,
node:2764170117,,,,,,
node:2764838747,,,,,,
node:2764853388,,,,,,
node:2764855727,Carrera 6,180,,,,
node:2764856099,,,,,,
node:2764856450,,,,,,
node:2764857121,,,,,,
node:2765081033,,,,,,
node:2767366325,,,,,,
node:2767366328,,,,,,
node:2768378090,,,,,,
node:2768378157,,,,,,
node:2791767382,,,,,,
node:2791767387,,,,,,
node:2791767390,,,,,,
node:2798506332,,,,,,
node:2798661817,,,,,,
node:2798661818,,,,,,
node:2800559700,,,,,,
node:2800566109,,,,,,
node:2843117480,,,,,,
node:2843250163,,,,,,
node:2857145250,Avenida El Dorado,,Bogota D.C.,,,
node:2858369768,,,,,,
node:2858370756,,,,,,
node:2858391046,,,,,,
node:2858391062,,,,,,
node:2858394510,,,,,,
node:2858417961,,,,,,
node:2858417962,,,,,,
node:2858793931,,,,,,
node:2858793932,,,,,,
node:2858793934,,,,,,
node:2858793935,,,,,,
node:2858969005,,,,,,
node:2858969012,,,,,,
node:2859018599,,,,,,
node:2869545764,,,,,,
node:2869628431,,,,,,
node:2873796849,,,,,,
node:2896370957,,,,,,
node:2961541312,,,,,,
node:2961558309,,,,,,
node:2961558313,,,,,,
node:2961558318,,,,,,
node:2961558330,,,,,,
node:2961563636,,,,,,
node:2961563640,,,,,,
node:2962624868,,,,,,
node:2966931045,,,,,,
node:2972388827,,,,,,
node:2993300533,,,,,,
node:2998255870,,,,,,
node:3001438666,Calle 23 Sur,15-115,Envigado,,055420,
node:3008916633,,,,,,
node:3008947970,,,Cartagena,,,
node:3008956172,,,,,,
node:3008961431,,,,,,
node:3008961432,,,,,,
node:3009101120,,,,,,
node:3009101121,,,Cartagena,,,
node:3009101122,,,,,,
node:3009112108,,,,,,
node:3009112109,Tumbamuertos,,Cartagena,,,
node:3009122481,,,,,,
node:3009122482,,,,,,
node:3009122483,,,,,,
node:3009122485,del sargento,,,,,
node:3009122486,,,,,,
node:3009122488,,,,,,
node:3023448185,,,,,,
node:3023490920,,,,,,
node:3023492322,,,,,,
node:3043908831,,,,,,
node:3048058621,,,,,,
node:3048123052,,,,,,
node:3056665306,,,,,,
node:3059525841,Calle 14,Carrera 8,Villa de Leyva,,,
node:3066174870,,,,,,
node:3077694272,,,,,,
node:3079374924,,,,,,
node:3079386533,,,,,,
node:3079386792,,,,,,
node:3081086450,,,,,,
node:3081184812,,,,,,
node:3086831460,,,,,,
node:3090114072,Avenida 4,5-76,Cúcuta,,,
node:3090114321,Calle 7,,Cúcuta,,,
node:3090118673,Avenida 5,8-32,Cúcuta,,,
node:3090122385,Calle 10,,Cúcuta,,,
node:3090122631,Calle 10,2-66,Cúcuta,,,
node:3090135585,Avenida 3,15-10,cúcuta,,,
node:3097197909,,,,,,
node:3097206353,,,,,,
node:3097246565,,,,,,
node:3099854406,,,,,,
node:3101337497,,,,,,
node:3125041925,Carrera 4 # 11 88,,Bogotá D.C.,,111711,
node:3134439656,,,"villeta, cundinamarca",,,
node:3146470597,Panamericana,,SANTANDER DE QUILICHAO,,,
node:3146539465,,,,,,
node:3156675543,,,Salento,,,
node:3158466280,,,,,,
node:3158478453,Carrera 6 - Calle Real,,Salento,,631020,
node:3158550628,Carrera 6 - Calle Real,,Salento,,631020,
node:3159216038,,,,,,
node:3159223738,,,,,,
node:3159315359,,,,,,
node:3159319965,,,,,,
node:3159881708,,,,,,
node:3160379064,,,,,,
node:3162070439,Avenida Circunvalar,16-35,,,,
node:3162357369,,,,,,
node:3162357370,,,,,,
node:3162357371,,,,,,
node:3162357372,Avenida Calle 26,,,,,
node:3162361072,,,,,,
node:3162361990,,,,,,
node:3162361991,Avenida Carrera 40,,,,,
node:3162824203,,,,,,
node:3162824204,,,,,,
node:3162824205,,,,,,
node:3162824206,,,,,,
node:3166752303,,,,,,
node:3167072961,,,,,,
node:3168649265,,,,,,
node:3168649266,,,,,,
node:3168649270,,,,,,
node:3169632296,,,,,,
node:3172345555,,,,,,
node:3177956890,,,,,,
node:3183443160,Calls 21,5-72,,,,
node:3183457666,Calle 20,,,,,
node:3189431590,,,,,,
node:3195508189,,,,,,
node:3197596515,,,,,,
node:3197610168,,,,,,
node:3200751276,3-30,Cra 3,Cucunubá,,,
node:3212468831,,,,,,
node:3225069899,Carrera 5,14-44,Ipiales,,,
node:3236393075,,,,,,
node:3238648223,Avenida Vásquez Cobo,,Leticia,,910001,
node:3248860469,,,,,,
node:3250967584,Glorieta Aeropuerto José María Córdova,,Rionegro,,,
node:3252525947,via Alto Minas -San Francisco,2.65 km,San Francisco,,253601,
node:3269715084,,,,,,
node:3269792570,,,Santa Marta,,,"calle 28A, No 1C-25"
node:3278664192,,,Zipaquirá,,,
node:3279478919,,,,,,
node:3280475773,Carrera 4,7-34,Jardín,,56050,
node:3280529960,,,,,,
node:3280768278,,,,,,
node:3287761733,,,,,,
node:3287761734,,,,,,
node:3287761735,,,,,,
node:3287761736,,,,,,
node:3287849485,,,,,,
node:3287849488,,,,,,
node:3287974376,,,,,,
node:3288920105,,,,,,
node:3288920106,,,,,,
node:3288920117,,,,,,
node:3288920118,,,,,,
node:3290238953,,,,,,
node:3290264431,,,,,,
node:3290268774,,,,,,
node:3304786138,Carrera 6,,Palomino,,,
node:3307811064,,,,,,
node:3307874268,,,,,,
node:3307874562,,,,,,
node:3308388839,,,,,,
node:3308629346,,,,,,
node:3308675819,,,,,,
node:3323506754,,,,,,
node:3329330225,,,,,,
node:3332313438,,,,,,
node:3334255084,,,,,,
node:3340232148,,,,,,
node:3342806869,,,,,,
node:3342981067,,,,,,
node:3344765762,,,,,,
node:3344886893,,,,,,
node:3344886911,,,,,,
node:3348731341,,,,,,
node:3354658311,,,,,,
node:3355024288,,,,,,
node:3355024290,,,,,,
node:3355024292,,,,,,
node:3355024363,,,,,,
node:3358355900,,,,,,
node:3359519455,Carrera 10,,,,,
node:3359574816,,,,,,
node:3364851161,,,,,,
node:3364851162,,,,,,
node:3364851163,,,,,,
node:3364851164,,,,,,
node:3373193364,,,,,,
node:3377145870,,,,,,
node:3378107200,,,,,,
node:3378107202,,,,,,
node:3378107203,,,,,,
node:3383747996,,,,,,
node:3386310288,,,,,,
node:3403833572,,,,,,
node:3404857332,,,,,,
node:3406301419,,,,,,
node:3406344894,,,,,,
node:3406344895,,,,,,
node:3409632899,,,,,,
node:3419869295,Calle 11,CARRERA 4,Cali,,,
node:3419892993,,,Sogamoso,,,
node:3421804278,,,,,,
node:3428056381,,,,,,
node:3429298910,,3,San Andres Isla,,880001,
node:3430747546,,,,,,
node:3431758393,Calle 12,4-38,Santa Marta,,,
node:3438540693,Calle 34,11-15,Cartagena,,,
node:3452963298,,,,,,
node:3455608981,,,,,,
node:3456577514,,,,,,
node:3456577557,,,,,,
node:3459717378,,,,,,
node:3464214511,,,,,,
node:3464214512,,,,,,
node:3464214513,,,,,,
node:3466054597,,,,,,
node:3466368743,,,,,,
node:3470475117,,,,,,
node:3475086025,,,,,,
node:3485389556,,,,,,
node:3489759742,,,,,,
node:3491330995,Calle 7D,43A-130,Medellín,,,
node:3494203361,,,,,,
node:3496046146,,,,,,
node:3497149592,Ave Caracas,54-51,,,,
node:3499849694,,,,,,
node:3520157776,,,,,,
node:3520160280,Carrera 11,4-10,,,,
node:3531450004,,,,,,
node:3544808566,Harmony Hill Via San Luis,,San Luis,,,
node:3555211083,Carrera 24B,2A-128,Cali,,,
node:3556687868,,,,,,
node:3556689221,20 de Julio,3A - 122,San Andres,,,
node:3556689222,20 de Julio,5-189,San Andres Isla,,880001,
node:3559088870,,,,,,
node:3559155615,,,Armenia,,,
node:3575378193,Carrera 2,19-61,,,,
node:3584025239,,,,,,
node:3586978079,,,,,,
node:3603608447,Carreterra 6,7,,,,
node:3608213593,,,,,,
node:3612697463,,,,,,
node:3612699424,,,,,,
node:3613742547,,,,,,
node:3618582205,,,,,,
node:3618582761,,,,,,
node:3623479309,12 d N°. 1 a - 24,,Bogotá D.C.,,,
node:3623902098,,,,,,
node:3623902099,,,,,,
node:3623903961,,,,,,
node:3626108791,,,"Cali, Valle del Cauca",,,
node:3627298237,,,,,,
node:3635597689,,,,,,
node:3635632544,,,,,,
node:3636089113,,,,,,
node:3638090402,Carrera 2,12-48,Bogotá D.C.,,,
node:3651290094,,,,,,
node:3651860556,,,,,,
node:3655905264,Calle 14,04-80,Santa Marta,,,
node:3660384172,,,,,,
node:3660384173,,,,,,
node:3660394508,,,,,,
node:3660848639,,,,,,
node:3667868398,Calle del Guerrero,,,,,
node:3668760866,Calle de la Medialuna,,,,,
node:3674172170,,,,,,
node:3674226277,,,,,,
node:3674226278,,,,,,
node:3674235781,,,,,,
node:3677050525,,,,,,
node:3677050526,Calle 12F,2-09,,,,
node:3688608678,,,,,,
node:3690725417,,,,,,
node:3697062500,,,,,,
node:3697066727,,,,,,
node:3712572228,,,,,,
node:3735334043,Calle 12B-31,Cr 2,Candelaria,,,
node:3744848719,,,,,,
node:3752256294,,,,,,
node:3756068417,Carrera 13,48-15,,,,
node:3757596698,Calle 52,59,,,,
node:3762128989,,,,,,
node:3762720704,,,,,,
node:3763148902,,,,,,
node:3763148903,,,,,,
node:3763148904,,,,,,
node:3767196819,,,,,,
node:3769828238,,,,,,
node:3769830318,,,,,,
node:3769831181,Calle 20,21-15,Manizales,,170001,
node:3774337739,Carrera 8 # 27 - 75,,Santa Marta,,,
node:3782752738,,,,,,
node:3782752739,,,,,,
node:3782752740,,,,,,
node:3782752746,,,,,,
node:3782792969,,,,,,
node:3782792970,,,,,,
node:3782792971,,,,,,
node:3783397016,,,,,,
node:3789863105,,,,,,
node:3789876908,,,,,,
node:3789876909,,,,,,
node:3789876910,,,,,,
node:3796357469,Calle 55,17A-02,Bucaramanga,,,
node:3796364115,Calle 56,,Bucaramanga,,,
node:3796366765,Calle 55,17A-33,Bucaramanga,,,
node:3796372631,,,Bucaramanga,,,
node:3796374522,Calle 56,17A-77,Bucaramanga,,,
node:3796374580,Carrera 17B,54-46,Bucaramanga,,,
node:3796376416,Calle 56,17A-21,Bucaramanga,,,
node:3796376417,Calle 56,17A-33,Bucaramanga,,,
node:3796376753,Calle 55,17A-49,Bucaramanga,,,
node:3796377099,Carrera 17A,55-11,,,,
node:3796377378,,,Bucaramanga,,,
node:3796377700,,,,,,
node:3796377781,,,,,,
node:3796377861,,,,,,
node:3796377866,,,,,,
node:3796379115,Carrera 17,55-03,,,,
node:3796381100,,,,,,
node:3796381155,,,,,,
node:3796381615,,,,,,
node:3796973857,,,Salento,,631020,
node:3797586911,Carrera 17A,,Bucaramanga,,,
node:3797600092,,,Bucaramanga,,,
node:3797600612,,,,,,
node:3797600731,Carrera 17B,54-34,Bucaramanga,,,
node:3797600985,,,Bucaramanga,,,
node:3797601023,,,,,,
node:3797602697,,,Bucaramanga,,,
node:3797604785,Carrera 17B,54-30,Bucaramanga,,,
node:3797606047,Carrera 17B,54-26,Bucaramanga,,,
node:3815674741,,,,,,
node:3815674749,,,,,,
node:3816282209,,,,,,
node:3819401387,,,,,,
node:3819401388,,,,,,
node:3819401389,,,,,,
node:3826796955,,,,,,
node:3847710426,Calle 10,1-65,,,,
node:3853001698,,,,,,
node:3860692165,,,,,,
node:3861335160,,,Villa de Leyva,,154001,
node:3867907792,,,,,,
node:3880498287,,,,,,
node:3880541749,,,,,,
node:3885233776,,,,,,
node:3889816595,,,,,,
node:3897220808,Carrera 38,,,,,
node:3911376390,,,,,,
node:3915712864,,,,,,
node:3918936282,,14 - 27,,,,
node:3934510860,,,,,,
node:3944048579,,,,,,
node:3950856691,,,,,,
node:3951443835,Vereda El Tablon,,San Agustín,,,
node:3951478474,,,,,,
node:3951510936,,,,,,
node:3966604110,,,,,,
node:3966604112,,,,,,
node:3966604113,,,,,,
node:3966604114,,,,,,
node:3966604120,,,,,,
node:3966604121,,,,,,
node:3966604122,,,,,,
node:3966604124,,,,,,
node:3966614668,,,,,,
node:3966803838,Carrera 3,4-51,,,153880,
node:3966928206,,,,,,
node:3974236000,,,,,,
node:3974236001,,,,,,
node:3974236002,,,nuqui,,,
node:3977024263,,,Abejorral,,055030,
node:3978117539,,,,,,
node:3979131094,,,,,,
node:3999706407,,,,,,
node:3999709166,,,,,,
node:4003028415,Carrera 6,4-28B,Cali,,,
node:4004554650,,,,,,
node:4004660666,,,,,,
node:4004963907,,,,,,
node:4006742289,,,,,,
node:4009520581,Cl. 13 #159,,Riohacha-Guajira,,,
node:4009875733,Vía Riohacha - Maicao,,riohacha,,440007,
node:4009875744,Calle 17 d,,riohacha,,440007,
node:4013925808,,,,,,
node:4028648897,Calle 6,,Salento,,631020,
node:4030162711,Carrera 23,32-20,Manizales,,170006,KR 23 32-20
node:4030499458,,,,,,
node:4037711101,,,,,,
node:4037719243,Carrera 35,7-69,,,,
node:4037719244,,,,,,
node:4040590802,,,,,,
node:4042198334,,,,,,
node:4044855809,Carrera 22,29B-29,Guatape,Antioquia,,
node:4044855815,,,,,,
node:4067079021,,,,,,
node:4076469933,,,,,,
node:4081245023,,,,,,
node:4094898837,Carrera 2,,Cacota,,,
node:4095270679,Calle 9,2-59,,,,
node:4097519262,,,,,,
node:4103106459,,,,,,
node:4109263591,,,,,,
node:4116753897,Calle 9,03-71,,,,
node:4117787389,,,,,,
node:4121093589,Calle 9,0-27,,,,
node:4121438392,Via Palestina km 1.5,,Salento,,,
node:4121508589,Carrera 15,,Santa Rosa de Cabal,,661020,
node:4124835990,,,,,,
node:4124835991,,,,,,
node:4124835992,,,,,,
node:4124835993,,,,,,
node:4124835994,,,,,,
node:4124844191,,,,,,
node:4124862689,,,,,,
node:4124862691,,,,,,
node:4124862692,,,,,,
node:4124862789,Vía del Piedemonte Llanero,,,,,
node:4124862790,,,,,,
node:4124862791,,,,,,
node:4124862792,,,,,,
node:4124862793,,,,,,
node:4124862889,,,,,,
node:4124862890,,,,,,
node:4124862989,,,,,,
node:4124862990,,,,,,
node:4124863089,,,,,,
node:4129678790,,,,,,
node:4136610089,,,,,,
node:4140381289,,,,,,
node:4142494815,Calle 44A,68 a 76,,,,
node:4143910089,,,Palmira,,763533,
node:4145418716,,,Salento,,,
node:4146779004,,,,,,
node:4148123889,Calle 2,,,,,
node:4148135689,,,,,,
node:4150249489,calle 50,28-30,,,,
node:4152201807,,,,,,
node:4152258389,,,,,,
node:4154049894,,,,,,
node:4154253490,,,,,,
node:4154263789,,,,,,
node:4154263889,,,,,,
node:4154263989,,,,,,
node:4154470089,,,,,,
node:4154627537,,,,,,
node:4163317690,Carrera 20,16-14,,,,
node:4163318195,,5-70,,,,
node:4163345894,Calle 12,43D-94,,,,
node:4166194603,,,,,,
node:4167483789,carrera 4 Bolívar,#8-73,,,,
node:4170018094,,,,,,
node:4170018098,,,,,,
node:4170060351,,,,,,
node:4173426801,,,,,,
node:4174132625,carrera 1A,12-78,,,,
node:4174133989,,,,,,
node:4174134489,,,,,,
node:4175051300,,,,,,
node:4180611990,Calle 14,4-92,,,,
node:4181023289,,,,,,
node:4181066193,,,,,,
node:4181916889,,,,,,
node:4183618897,,,,,,
node:4183962453,,,,,,
node:4184016490,,,,,,
node:4184047189,,,,,,
node:4184086093,,,,,,
node:4184104305,,,,,,
node:4184121806,,,,,,
node:4184154392,,,,,,
node:4184225489,,,,,,
node:4184880279,Calle 11 No. 15-04,,,,,
node:4185735589,,,,,,
node:4189603491,trabajo,,,,,
node:4189896914,Carrera 14,51-39,,,,
node:4193459890,,,,,,
node:4194537241,,,,,,
node:4198316689,Carrera 2,,Pereira,,,
node:4200547292,,,,,,
node:4201455191,,,,,,
node:4203147396,,,,,,
node:4203406908,,,,,,
node:4203406909,,,,,,
node:4206062990,Carrera 68A,46A-63,Medellin,,050031,
node:4207810197,Carrera 4,5-15,,,,
node:4207914289,,,,,,
node:4210981902,Calle 12,37,,,,
node:4211504835,,,,,,
node:4211504836,,,,,,
node:4212520189,Calle 21,25-48 piso 1,Armenia,,630003,
node:4213705589,Carerra 1,18-48,,,,
node:4217445477,Carrera 13,4-83,,,,
node:4218521389,Calle 6,32-164,,,050035,
node:4220270300,,,,,,
node:4220477291,,,,,,
node:4220529189,,,cali,,San Antonio,
node:4220560605,Carrera 1,15-101,,,,
node:4220583404,,,,,,
node:4222066357,,,,,,
node:4222650042,,,,,,
node:4223711889,Calle 42,68A-32,,,,
node:4224076589,calle 7,4-28,,,,
node:4224216592,,,,,,
node:4224484891,,,,,,
node:4224646994,,,,,,
node:4225391293,,,,,,
node:4225717591,,,,,,
node:4226054078,,,,,,
node:4227197889,Carrera 48 B,,,,,
node:4227672989,,,,,,Calle 8 #84f-25
node:4228091890,,,,,,
node:4228192194,Calle 9,1-100–1-2,,,,
node:4229189090,,,,,,
node:4230348193,,,,,,
node:4230413890,Carrera 72,,,,,
node:4230438097,,,,,,
node:4230439998,,,,,,
node:4230833995,,,,,,
node:4232409793,Carrera 18,,,,,
node:4234141893,Calle 18,5-66,,,,
node:4234142191,Calle 12C,2-36,,,,
node:4236748589,Transversal 8,,Salento,,,
node:4237025197,,,,,,
node:4238545489,,,,,,
node:4239160983,,,,,,
node:4239404505,1a. De badillo,35-46,,,,
node:4240181428,Avenida Carrera 15,,Bogotá,,,
node:4240719289,,,,,,
node:4241596469,,,,,,
node:4241596470,,,,,,
node:4242806325,,,,,,
node:4248320895,Calle 11,26-50,,,680002,
node:4249071591,Carrera 4a,1-100,,,San Antonio,
node:4255631589,,,,,,
node:4255635789,De la Media Luna,10-58,,,,
node:4255645289,vía Bucaramanga - Aeropuerto - Lebrija Calle 70,,,,,
node:4256297195,,,,,,
node:4256340192,,,,,,
node:4256406089,,,,,,
node:4257146491,Calle 2,6-30,,,,
node:4257561191,,,,,,
node:4257951596,,,Salento,,631020,
node:4257959789,,,,,,
node:4257973790,Carrera 30,12a-26,,,,
node:4257997693,,,Salento,,,
node:4258954989,Diagonal 33 Bis A,,Bogotá,,,
node:4259796091,,,,,,
node:4260174291,Calle 18,,,,,
node:4260274590,Carrera 13,,,,,
node:4261519891,Carrera 2,9-46,,,,
node:4261667098,,,,,,
node:4261667104,,,,,,
node:4261667118,,,,,,
node:4261667125,,,,,,
node:4262442605,,,,,,
node:4263480889,Manzana E,,,,,
node:4266175290,,,,,,
node:4266193490,,,,,,
node:4266205489,,,,,,
node:4266266390,,,,,,
node:4267519389,,,,,,
node:4274457146,,,,,,
node:4274734748,,,,,,
node:4274734758,,,,,,
node:4274820708,,,,,,
node:4274872635,,,,,,
node:4274872636,,,,,,
node:4274872752,,,,,,
node:4275634100,,,,,,
node:4276564892,,,,,,
node:4277572491,Carrera 8,7-42,Salento,,631020,
node:4277609791,Transversal 5 A,45-224,,,,
node:4278263595,Calle 1 #274 C05,,,,,
node:4279191192,,,,,,
node:4279356589,Carrera 4,17-21,,,,
node:4279356789,Carerra 1,,,,,
node:4280059890,,,,,,
node:4281071589,,,,,,
node:4281294499,,,,,,
node:4281314590,,,,,,
node:4282039091,Calle 13,,,,,
node:4282045090,Calle 7,1B-93,,,,
node:4283421090,,,,,,
node:4283424391,Diagonal 4,,,,,
node:4283451590,vereda de cienaga de oro,,,,,
node:4283980290,,,,,,
node:4283994489,Calle 5,,Salento,,631020,
